Company Name,Company Name for Emails,# Employees,Website,Company City,Company State,Company Postal Code,Company Address,Company Phone,Apollo Record Id,NAICS Codes,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Fairweather Law,Fairweather Law,34,http://www.fairweatherlaw.co.uk,Framlingham,England,IP13,"Framlingham, England, United Kingdom, IP13",'+44 172 872 4737,6a425637b2a46200017662cb,54111,,,,,,,,,
REDRESS,REDRESS,69,http://www.redress.org,London,England,SE1 0QR,"65 Glasshill Street, London, England, United Kingdom, SE1 0QR",'+44 20 7793 1777,6a425637b2a46200017662d2,"54119, 813311, 541110",,,,,,,,,
Pinsent Masons Vario,Pinsent Masons Vario,200,,London,England,EC2A 4ES,"30 Crown Place, London, England, United Kingdom, EC2A 4ES",'+65 6309 5660,6a425637b2a46200017662d6,,,,,,,,,,
STRIVE,STRIVE,27,http://www.strivetalent.org,London,England,,"London, England, United Kingdom",,63be9f65ded8c500f9716036,"611430, 813990",,,,,,,,,
Temple Garden Chambers,Temple Garden Chambers,76,http://www.tgchambers.com,London,England,EC4Y 7,"Harcourt Buildings, London, England, United Kingdom, EC4Y 7",'+44 20 7583 1315,63d116658e7f6100e3d6e153,541110,,,,,,,,,
Hunters Law LLP,Hunters Law,100,http://www.hunterslaw.com,London,England,WC2A 3,"Newmans Row, London, England, United Kingdom, WC2A 3",'+44 20 7412 0050,63d111dd5f357400e3ff47ba,541110,,,,,,,,,
Osbornes Law,Osbornes Law,200,http://www.osborneslaw.com,London,England,NW1 0,"9 Pratt Street, London, England, United Kingdom, NW1 0",'+44 20 7485 8811,63d1116965d9a800a348d054,541110,,,,,,,,,
Council for Licensed Conveyancers - regulating property and probate lawyers,Council for Licensed Conveyancers,34,http://www.clc-uk.org,London,England,EC2A 1NT,"131 Finsbury Pavement, London, England, United Kingdom, EC2A 1NT",'+44 20 3859 0904,63e220c33064ac008b2819e1,"54111, 92615",,,,,,,,,
Legal Marketing Agency,Legal Marketing Agency,,,London,,,"London, United Kingdom",,63f49b86a2782500dbba9d08,,,,,,,,,,
12 Old Square,12 Old Square,28,http://www.12oldsquare.com,London,,,"London, United Kingdom",'+44 20 7404 0875,645e070bea01160001bba87c,,,,,,,,,,
Corker Binning,Corker Binning,38,http://www.corkerbinning.com,London,England,WC2A 1EN,"38 Chancery Lane, London, England, United Kingdom, WC2A 1EN",020 7353 6000,645e07649249960001c91c70,541110,,,,,,,,,
5 Paper Buildings,5 Paper Buildings,49,http://www.5pb.co.uk,London,England,EC4Y 7EU,"London, England, United Kingdom, EC4Y 7EU",'+44 20 7583 6117,645e07ca297e8e0001239688,541110,,,,,,,,,
Pump Court Tax Chambers,Pump Court Tax Chambers,47,http://www.pumptax.com,London,England,WC1R 4EF,"16 Bedford Row, London, England, United Kingdom, WC1R 4EF",'+44 20 7414 8080,645e07dd0f23dd00011a5233,541110,,,,,,,,,
Bail for Immigration Detainees (BID),Bail for Immigration Detainees,45,http://www.biduk.org,London,England,N4 2LA,"1B Finsbury Park Road, London, England, United Kingdom, N4 2LA",'+44 20 7456 9750,645e0a33b2e6890001eed8cf,"813311, 54111",,,,,,,,,
Briton Solicitors,Briton Solicitors,40,http://www.britainsolicitors.co.uk,London,England,,"London, England, United Kingdom",'+44 20 3475 4545,645e0a9759c02c0001951cf6,,,,,,,,,,
Crawford,Crawford,67,,London,,,"London, United Kingdom",'+1 404-300-1000,645e0a9759c02c0001951cfa,,,,,,,,,,
Malik Law Chambers,Malik Law Chambers,37,http://www.maliklaw.com,London,England,E2 6AB,"233 Bethnal Green Road, London, England, United Kingdom, E2 6AB",'+44 20 7613 5454,645e0ac96ec79e00011c410a,,,,,,,,,,
PEARSON SPECTER LIMITED,PEARSON SPECTER,27,,London,England,,"London, England, United Kingdom",,645e0ac96ec79e00011c410c,,,,,,,,,,
Teacher Stern LLP,Teacher Stern,110,http://www.teacherstern.com,London,England,WC1R 4JH,"37 Bedford Row, London, England, United Kingdom, WC1R 4JH",'+44 20 7242 3191,64e894c37a8ea400d151e487,541110,,,,,,,,,
A Y & J Solicitors,A Y & J Solicitors,41,http://www.ayjsolicitors.com,London,England,WC1R 5,"330 High Holborn, London, England, United Kingdom, WC1R 5",'+44 20 7404 7933,6526532ddc029600016a91ab,541110,,,,,,,,,
Keller Postman UK Limited,Keller Postman UK,,http://www.kellerpostman.co.uk,London,England,WC2A 1DD,"79 Chancery Lane, London, England, United Kingdom, WC2A 1DD",,65266bf85a97e90001e34078,,,,,,,,,,
The Visa Office,The Visa Office,28,http://www.visa-office.com,London,England,WC2E 7PP,"8 Tavistock Street, London, England, United Kingdom, WC2E 7PP",'+44 20 7836 8505,652671e44bf123000133154f,541199,,,,,,,,,
vLex Global Markets,vLex Global Markets,29,http://www.vlex.com,London,England,,"London, England, United Kingdom",,6526745c0a53850001a2ecb6,,,,,,,,,,
Joelson,Joelson,80,http://www.joelsonlaw.com,London,England,W1W 6,"30 Portland Place, London, England, United Kingdom, W1W 6",'+44 20 7580 5721,65d8bc3a96bb5f0001e7dcde,541110,,,,,,,,,
National Legal Service Solicitors,National Legal Service Solicitors,130,http://www.nationallegalservice.co.uk,London,England,EC3R 6HD,"3 Lower Thames Street, London, England, United Kingdom, EC3R 6HD",'+44 20 3601 5051,65d8bc3a96bb5f0001e7dcf9,,,,,,,,,,
TV Edwards Solicitors LLP,TV Edwards Solicitors,110,http://www.tvedwards.com,London,England,E1 4,"37 Mile End Road, London, England, United Kingdom, E1 4",'+44 20 7790 7000,65d8bc4724f6810001c3ddc7,541110,,,,,,,,,
5 Pump Court Chambers,5 Pump Court Chambers,54,http://www.5pumpcourt.com,London,England,EC4Y 7AP,"5 Pump Court, London, England, United Kingdom, EC4Y 7AP",'+44 20 7353 2532,66191e5a7f8c5f0001d913e5,"541110, 541199",,,,,,,,,
Deighton Pierce Glynn Ltd,Deighton Pierce Glynn,60,http://www.dpglaw.co.uk,London,,,"London, United Kingdom",'+44 20 7407 0007,66191e94f44ee900019eb078,,,,,,,,,,
Alchemmy,Alchemmy,74,http://www.alchemmy.com,London,,,"London, United Kingdom",'+44 20 7112 8651,661cec731aa6900007357e4f,"541611, 541512",,,,,,,,,
ICC FraudNet,ICC FraudNet,85,http://www.iccfraudnet.org,London,England,E1W 1PN,"26 Wapping High Street, London, England, United Kingdom, E1W 1PN",'+44 20 7423 6960,668e80d843a41b0001089cfc,"541110, 561611",,,,,,,,,
CHRISTODOULOS G. VASSILIADES & CO. LLC,CHRISTODOULOS G. VASSILIADES &,33,http://www.vasslaw.com,London,England,W1K 4QX,"35 Grosvenor Street, London, England, United Kingdom, W1K 4QX",'+357 22 556677,668e80f8843c5e000196ab1b,54111,,,,,,,,,
Coram Children's Legal Centre,Coram Children's Legal Centre,39,http://www.childrenslegalcentre.com,London,England,WC1N 1AX,"40 Brunswick Square, London, England, United Kingdom, WC1N 1AX",,668e81109715f80001d9450d,"81321, 541110, 813410",,,,,,,,,
Juno,Juno,130,http://www.juno.legal,London,,,"London, United Kingdom",'+44 20 3856 3339,668e81109715f80001d94511,54111,,,,,,,,,
JD Spicer Zeb,JD Spicer Zeb,43,http://www.jdspicer.co.uk,London,,,"London, United Kingdom",'+44 121 614 3333,668e81109715f80001d94517,541110,,,,,,,,,
EWS,EWS,28,http://www.ewswater.com,London,,,"London, United Kingdom",'+1 303-254-6641,668e811a16a99300018961e1,33299,,,,,,,,,
Thompson & Co Solicitors,Thompson & Co Solicitors,42,http://www.thompsonlaw.co.uk,London,England,EC2R 8AL,"1 Royal Exchange Avenue, London, England, United Kingdom, EC2R 8AL",'+44 20 8767 5005,668e811a16a99300018961f7,541110,,,,,,,,,
Refugee and Migrant Forum of Essex & London (RAMFEL),Refugee and Migrant Forum of Essex & London,,,London,England,E15 2QF,"80 High Street, London, England, United Kingdom, E15 2QF",,668e811a16a99300018961fb,,,,,,,,,,
The Legal,The Legal,78,http://www.thelegal.pro,London,,,"London, United Kingdom",,668e811a16a9930001896200,54111,,,,,,,,,
STRIVE,STRIVE,27,http://www.strivetalent.org,London,England,,"London, England, United Kingdom",,668e81584447c70001bd2d40,"611430, 813990",,,,,,,,,
Carter Lemon Camerons LLP,Carter Lemon Camerons,42,http://www.cartercamerons.com,London,,,"London, United Kingdom",'+44 20 7406 1000,6791fe443a6bfd0001a50f0c,54111,,,,,,,,,
Riseam Sharples,Riseam Sharples,46,http://www.riseamsharples.com,London,,,"London, United Kingdom",'+44 20 7836 9555,6791fe443a6bfd0001a50f1e,54111,,,,,,,,,
FREEMANS SOLICITORS,FREEMANS SOLICITORS,64,http://www.freemanssolicitors.net,London,,,"London, United Kingdom",'+44 20 7935 3522,6791fe443a6bfd0001a50f21,54111,Mogers Drewett Solicitors (mogersdrewett.com),556db2e6736964120f6c7e01,,,,,,,
Hughes Fowler Carruthers,Hughes Fowler Carruthers,36,http://www.hfclaw.com,London,,,"London, United Kingdom",'+44 20 7421 8383,6791fe443a6bfd0001a50f2c,54111,,,,,,,,,
Wilsons Solicitors London,Wilsons Solicitors London,87,http://www.wilsonllp.co.uk,London,,,"London, United Kingdom",'+44 20 8808 7535,6791fe443a6bfd0001a50f38,541110,,,,,,,,,
Tanfield Chambers,Tanfield Chambers,92,http://www.tanfieldchambers.co.uk,London,,,"London, United Kingdom",'+44 20 7421 5300,6791fe453a6bfd0001a50fa7,54111,,,,,,,,,
Stann,Stann,28,http://www.stann.com,London,,,"London, United Kingdom",'+44 20 7781 0130,6791fe453a6bfd0001a50fb7,541110,,,,,,,,,
Northman & Sterling,Northman & Sterling,45,http://www.northmansterling.com,London,England,,"London, England, United Kingdom",'+44 20 3205 7010,6791fe453a6bfd0001a50fbd,54161,,,,,,,,,
The Chartered Institute of Patent Attorneys,The Chartered Institute of Patent Attorneys,58,http://www.cipa.org.uk,London,,,"London, United Kingdom",'+44 20 7405 9450,6791fe453a6bfd0001a50fd0,54111,,,,,,,,,
Londonium Solicitors,Londonium Solicitors,35,http://www.londoniumsolicitors.co.uk,London,,,"London, United Kingdom",'+44 20 7377 5055,6791fe6ead37a30001523075,,,,,,,,,,
BULLIVANT LAW LIMITED,BULLIVANT LAW,63,,London,England,,"London, England, United Kingdom",,6791fe6ead37a30001523076,,,,,,,,,,
Royds Llp,Royds,36,,London,England,,"London, England, United Kingdom",,6791fe6ead37a30001523078,,,,,,,,,,
Law and Lawyers LTD,Law and Lawyers,90,http://www.lawandlawyers.co.uk,London,England,E12 6PH,"352 High Street North, London, England, United Kingdom, E12 6PH",'+44 20 8586 5657,6791fe6ead37a30001523081,54111,,,,,,,,,
South Westminster Legal Advice Centre,South Westminster Legal Advice Centre,30,http://www.swlac.org,London,England,,"London, England, United Kingdom",,6791fe6ead37a30001523084,"541110, 813410",,,,,,,,,
Henderson Chambers,Henderson Chambers,76,http://www.hendersonchambers.co.uk,London,England,EC4Y 9,"Inner Temple, London, England, United Kingdom, EC4Y 9",'+44 20 7583 9020,687fa8136ef4650001c36829,541110,,,,,,,,,
Gannons,Gannons,20,http://www.gannons.co.uk,London,England,WC1R 4,"21 Jockey's Fields, London, England, United Kingdom, WC1R 4",'+44 20 7438 1060,687fa8136ef4650001c36818,54111,,,,,,,,,
Hamlins LLP,Hamlins,110,http://www.hamlins.com,London,England,WC2B 6AN,"1 Kingsway, London, England, United Kingdom, WC2B 6AN",'+44 20 7355 6000,687fa8136ef4650001c36813,54111,,,,,,,,,
Bowling & Co Solicitors,Bowling & Co Solicitors,50,http://www.bowlinglaw.co.uk,London,England,E15 1,"62 Broadway, London, England, United Kingdom, E15 1",'+44 20 8221 8000,687fa8146ef4650001c368b7,54111,,,,,,,,,
AK LAW,AK LAW,24,http://www.ak-law.co.uk,London,England,W5 2AB,"7 Spring Bridge Mews, London, England, United Kingdom, W5 2AB",'+44 20 8280 0810,687fa8146ef4650001c368c0,,,,,,,,,,
Moore SGD Law,Moore SGD Law,29,http://www.mooresgdlaw.com,London,England,W1U 2HA,"38 Wigmore Street, London, England, United Kingdom, W1U 2HA",'+44 20 4582 1000,687fa8146ef4650001c368bd,541110,Moore Kingston Smith (mooreks.co.uk),57c4ad72a6da98688799de1e,,,,,,,
Monckton Chambers,Monckton Chambers,93,http://www.monckton.com,London,England,WC1R 5NR,"1 Raymond Buildings, London, England, United Kingdom, WC1R 5NR",'+44 20 7405 7211,687fa839cf702a0001dc2294,541110,,,,,,,,,
4 King’s Bench Walk (4KBW),4 King’s Bench Walk,53,http://www.4kbw.co.uk,London,England,EC4Y 7DL,"4 Kings Bench Walk, London, England, United Kingdom, EC4Y 7DL",'+44 20 7822 7000,687fa8577a1d900001dcc44e,541110,,,,,,,,,
Dawson Cornwell,Dawson Cornwell,68,http://www.dawsoncornwell.com,London,England,WC1V 7QH,"11 Staple Inn, London, England, United Kingdom, WC1V 7QH",'+44 20 7242 2556,687fa8577a1d900001dcc475,54111,,,,,,,,,
Northridge,Northridge,53,http://www.northridgelaw.com,London,England,EC1A 7,"89 Bartholomew Close, London, England, United Kingdom, EC1A 7",'+44 20 3957 8800,687fa8577a1d900001dcc4eb,54111,,,,,,,,,
CANDEY,CANDEY,50,http://www.candey.com,London,England,WC2A 3NN,"9 Stone Buildings, London, England, United Kingdom, WC2A 3NN",'+44 20 3370 8888,687fa8577a1d900001dcc519,54111,,,,,,,,,
Bond Solon Training,Bond Solon Training,61,http://www.bondsolon.com,London,England,EC3A 3,"77 Leadenhall Street, London, England, United Kingdom, EC3A 3",'+44 20 7549 2549,687fa88164e3b00001964d3e,611430,,,,,,,,,
Radiant Law,Radiant Law,74,http://www.radiantlaw.com,London,England,EC3V 3NG,"36 Cornhill, London, England, United Kingdom, EC3V 3NG",'+44 20 3865 1200,687fa88164e3b00001964d49,541110,,,,,,,,,
IK-IP Ltd,IK-IP,21,http://www.ik-ip.com,London,England,SE1 1JA,"201 Borough High Street, London, England, United Kingdom, SE1 1JA",'+44 20 3805 7765,687fa8956066d10001f0f70e,,,,,,,,,,
Legis Chambers,Legis Chambers,26,http://www.legischambers.com,London,England,EC1A 2BP,"25 Holborn Viaduct, London, England, United Kingdom, EC1A 2BP",'+44 20 7096 4207,687fa8c62a959f000108ea28,,,,,,,,,,
Protopapas LLP,Protopapas,22,http://www.protopapas.co.uk,London,England,W1T 7,"180 Tottenham Court Road, London, England, United Kingdom, W1T 7",'+44 20 7636 2100,687fa8f4d7236b00018ff519,54111,,,,,,,,,
Lamb Building,Lamb Building,62,http://www.lambbuilding.co.uk,London,England,EC4Y 7AS,"Temple, London, England, United Kingdom, EC4Y 7AS",'+44 20 7797 7788,687fa8f5d7236b00018ff5a5,54111,,,,,,,,,
Westkin Associates,Westkin Associates,35,http://www.westkinassociates.com,London,England,W1S 1,"1 Maddox Street, London, England, United Kingdom, W1S 1",'+44 20 7118 8005,687fa8f5d7236b00018ff5bd,"54119, 541110",,,,,,,,,
S. A. J Legal,S. A. J Legal,22,http://www.saj.legal,London,England,EC4Y 1,"107 Fleet Street, London, England, United Kingdom, EC4Y 1",'+44 798 290 7984,687fa8f5d7236b00018ff5c5,541110,,,,,,,,,
Heirloom Fair Legal,Heirloom Fair Legal,24,http://www.heirloomfairlegal.com,London,England,,"London, England, United Kingdom",'+44 20 8058 7485,687fa8f5d7236b00018ff5b3,"541110, 523999",,,,,,,,,
Tatham & Co,Tatham,22,http://www.tathamlaw.com,London,England,EC3N 1LS,"150 Minories, London, England, United Kingdom, EC3N 1LS",'+44 20 7929 0268,687fa8f5d7236b00018ff5a3,54111,,,,,,,,,
"EBR ATTRIDGE LLP | One of the Largest Expert Criminal Defence Lawyers in London, South-East & Essex",EBR ATTRIDGE,47,http://www.ebrattridge.com,London,England,N17 9JB,"430 High Road, London, England, United Kingdom, N17 9JB",'+44 20 8808 0774,687fa9071e8abc00010d5095,541110,,,,,,,,,
Leadenhall Law Group,Leadenhall Law Group,57,http://www.leadenhalllawgroup.co.uk,London,England,EC3M 1AE,"4 Eastcheap, London, England, United Kingdom, EC3M 1AE",'+44 160 362 1722,687fa9071e8abc00010d5097,541110,,,,,,,,,
Old Bailey Solicitors,Old Bailey Solicitors,32,http://www.oblaw.co.uk,London,England,EC1A 7,"15 Old Bailey, London, England, United Kingdom, EC1A 7",'+44 20 7846 4999,687fa9071e8abc00010d5123,541110,,,,,,,,,
YVA Solicitors,YVA Solicitors,35,http://www.yvasolicitors.com,London,England,N12 9,"811 High Road, London, England, United Kingdom, N12 9",'+44 20 8445 9898,687fa9071e8abc00010d512e,54111,,,,,,,,,
Queen Mary Law Society,Queen Mary Law Society,35,http://www.queenmarylawsociety.com,London,England,E1 4,"Mile End Road, London, England, United Kingdom, E1 4",,687fa9071e8abc00010d5135,61131,,,,,,,,,
Reviewed & Cleared,Reviewed & Cleared,32,http://www.reviewedandcleared.com,London,England,W1T 1,"22 Percy Street, London, England, United Kingdom, W1T 1",'+44 20 3086 7708,687fa9071e8abc00010d5139,54111,,,,,,,,,
SEO London Corporate Law,SEO London Corporate Law,56,,London,England,SE1 2JE,"Queen Elizabeth Street, London, England, United Kingdom, SE1 2JE",,687fa91db252230011348f15,"611430, 813990",,,,,,,,,
Leasehold Advisory Service (LEASE),Leasehold Advisory Service,47,http://www.lease-advice.org,London,England,EC4Y 8AP,"8 Salisbury Square, London, England, United Kingdom, EC4Y 8AP",'+44 20 7832 2500,687fa91cb252230011348f09,,,,,,,,,,
Nexus Legal Recruitment,Nexus Legal Recruitment,25,http://www.nexuslegalrecruitment.com,London,England,EC2M 5,"London Wall, London, England, United Kingdom, EC2M 5",'+44 20 3984 6565,687fa91db252230011348f10,"54161, 561311",,,,,,,,,
aosphere,aosphere,90,http://www.aosphere.com,London,England,E1 6FQ,"12 Steward Street, London, England, United Kingdom, E1 6FQ",'+44 20 3088 0000,687fa91cb252230011348f0b,54169,,,,,,,,,
Prettys,Prettys,80,http://www.prettys.co.uk,,England,IP1 1LL,"1 Cutler Street, England, United Kingdom, IP1 1LL",'+44 147 323 2121,68be9deec40c2b001976a9b0,541110,,,,,,,,,
Old Square Chambers,Old Square Chambers,78,http://www.oldsquare.co.uk,London,England,WC1R 4BU,"10 Bedford Row, London, England, United Kingdom, WC1R 4BU",'+44 20 7269 0300,6970b9aa711c840001d3f275,54111,,,,,,,,,
Birkett Long,Birkett Long,73,http://www.birkettlong.co.uk,,England,CO4 9YQ,"200 The Crescent, England, United Kingdom, CO4 9YQ",'+44 120 621 7300,6970b9ab711c840001d3f31f,,Knights (knightsplc.com),5592035073696418fb3c1700,,,,,,,
Wallace LLP,Wallace,130,http://www.wallace.co.uk,London,England,W1T 3JF,"27 Mortimer Street, London, England, United Kingdom, W1T 3JF",'+44 20 7636 4422,697353c6f91d0e0001f195c6,541110,,,,,,,,,
Three Crowns LLP,Three Crowns,170,http://www.threecrownsllp.com,London,England,EC1N 6,"25 Charterhouse Street, London, England, United Kingdom, EC1N 6",'+44 20 3530 7999,697353c6f91d0e0001f195ce,541110,,,,,,,,,
Quadrant Chambers,Quadrant Chambers,140,http://www.quadrantchambers.com,London,England,EC4Y 9AA,"10 Fleet Street, London, England, United Kingdom, EC4Y 9AA",'+44 20 7583 4444,697353c6f91d0e0001f195d1,541110,,,,,,,,,
Private Client Systems,Private Client,120,http://www.privateclientsystems.co.uk,Harlow,England,,"Harlow, England, United Kingdom",,697353e8f91d0e0001f19bde,,,,,,,,,,
Ackroyd Legal,Ackroyd Legal,160,http://www.ackroydlegal.com,London,England,E1 1LP,"60 Commercial Road, London, England, United Kingdom, E1 1LP",'+44 20 3058 3365,697353e8f91d0e0001f19be1,541110,,,,,,,,,
Sheltons Group,Sheltons Group,50,http://www.sheltonsgroup.com,London,England,SW1E 6,"105 Victoria Street, London, England, United Kingdom, SW1E 6",'+44 20 3897 4888,6a425637b2a46200017662bc,"541211, 541110",,,,,,,,,
The Honourable Society of the Middle Temple,The Honourable Society of the Middle Temple,100,http://www.middletemple.org.uk,London,England,EC4Y 7AH,"2 Middle Temple Lane, London, England, United Kingdom, EC4Y 7AH",'+44 20 7427 4800,6a425637b2a46200017662be,"541110, 611430",,,,,,,,,
Crypto Legal,Crypto Legal,200,http://www.cryptolegal.it,London,England,SW19 7NF,"Wimbledon Hill Road, London, England, United Kingdom, SW19 7NF",,6a425637b2a46200017662c6,54111,,,,,,,,,
Release,Release,66,http://www.release.org.uk,London,England,E1 8AN,"61 Mansell Street, London, England, United Kingdom, E1 8AN",'+44 20 7324 2989,6a425637b2a46200017662cc,"54169, 813410, 541110",,,,,,,,,
"Queensbury: Legal Services, Project Management & Business Advisory Support",Queensbury,26,http://www.thequeensburygroup.com,London,England,SW1E 5BY,"11 Bressenden Place, London, England, United Kingdom, SW1E 5BY",'+44 20 7096 2041,6a425637b2a46200017662d0,"541110, 541611",,,,,,,,,
Clintons,Clintons,130,http://www.clintons.co.uk,London,England,WC2H 9,"25 Drury Lane, London, England, United Kingdom, WC2H 9",'+44 20 7379 6080,63beae24b4ddac00e4f8dfc0,54111,,,,,,,,,
Serle Court,Serle Court,91,http://www.serlecourt.co.uk,London,England,WC2A 3QS,"6 New Square, London, England, United Kingdom, WC2A 3QS",'+44 20 7242 6105,63be9f2d9cfbe800cb7b03fb,541110,,,,,,,,,
Outer Temple Chambers,Outer Temple Chambers,150,http://www.outertemple.com,London,England,WC2R 1BA,"222 Strand, London, England, United Kingdom, WC2R 1BA",'+44 20 7353 6381,63be9f3220093f00e3769fd4,541110,,,,,,,,,
Simkins,Simkins,89,http://www.simkins.com,London,England,WC1H 9,"7-12 Tavistock Square, London, England, United Kingdom, WC1H 9",'+44 20 7907 3000,62cad3b66b63bd0001d98304,54111,,,,,,,,,
Konexo,Konexo,190,,London,England,E17 3HU,"1 Wood Street, London, England, United Kingdom, E17 3HU",,63d10247b72cb300fb268c22,,,,,,,,,,
"County - Enforcement, Security & Technical Protester Removal Specialists",County,28,http://www.countyuk.com,London,England,W1K 3QT,"50 Grosvenor Hill, London, England, United Kingdom, W1K 3QT",'+44 20 3886 1024,63d104ad5ffaa100a3c81e4f,"561612, 56121",,,,,,,,,
Sackers,Sackers,100,http://www.sackers.com,London,England,EC4M 7JR,"29 Ludgate Hill, London, England, United Kingdom, EC4M 7JR",'+44 20 7329 6699,62cad3c66b63bd0001d9a13a,54111,,,,,,,,,
RIAA Barker Gillette (UK) LLP,RIAA Barker Gillette,43,,London,England,W1G 0PJ,"18 Cavendish Square, London, England, United Kingdom, W1G 0PJ",,63e224affed19500a48c1de1,541110,,,,,,,,,
Brandsmiths,Brandsmiths,58,http://www.brandsmiths.co.uk,London,England,E1 8BU,"19 Hooper Street, London, England, United Kingdom, E1 8BU",'+44 20 3709 8957,63e22ee5085b4700a30d07ab,54111,,,,,,,,,
RightHub,RightHub,51,http://www.righthub.com,London,England,,"London, England, United Kingdom",'+45 53 53 97 54,63f49bd9a2782500a3bbc499,54133,Anaqua (anaqua.com),54a1272369702d8eebfaaa00,,,,,,,
Beck Greener LLP,Beck Greener,52,http://www.beckgreener.com,London,England,WC1V 6HZ,"14 Fulwood Place, London, England, United Kingdom, WC1V 6HZ",'+44 20 7693 5600,645e07ca297e8e0001239681,54111,,,,,,,,,
Charles Lyndon,Charles Lyndon,21,http://www.charleslyndon.com,London,England,EC3M 1,"22 Eastcheap, London, England, United Kingdom, EC3M 1",0207 058 0050,645e07f2ddafc00001f0a265,54111,,,,,,,,,
LSESU Law Society,LSESU Law Society,27,http://www.lsesulawsoc.com,London,,,"London, United Kingdom",'+44 20 7107 5232,645e0a33b2e6890001eed8d0,61131,,,,,,,,,
MTG SOLICITORS,MTG SOLICITORS,38,http://www.mtgsolicitors.com,London,England,W5 2RJ,"22 Uxbridge Road, London, England, United Kingdom, W5 2RJ",'+44 20 3026 2548,645e0a71b6b2d400019d71b2,541110,,,,,,,,,
MAPS Medical,MAPS Medical,39,http://www.maps-medical.co.uk,London,England,NW9 6TD,"333 Edgware Road, London, England, United Kingdom, NW9 6TD",'+44 20 8420 6363,652661f92d8d860001401589,"54133, 541199",,,,,,,,,
Bishopsgate Law,Bishopsgate Law,200,http://www.bishopsgatelaw.com,London,England,EC2M 3,"99 Bishopsgate, London, England, United Kingdom, EC2M 3",'+44 17 0724 6100,65266e54bf577c0001652460,541110,,,,,,,,,
Anexsys Ltd,Anexsys,26,http://www.anexsys.com,London,England,EC1R 3BP,"58 Farringdon Road, London, England, United Kingdom, EC1R 3BP",'+44 20 3217 0300,65266f8e5c9f7b00018fd200,,Consilio LLC (consilio.com),5d34104ca3ae6139cfb7412d,,,,,,,
Lamb Chambers,Lamb Chambers,68,http://www.lambchambers.co.uk,London,England,EC4Y 7,"Middle Temple, London, England, United Kingdom, EC4Y 7",'+44 20 7797 8300,6526709427a2a50001c29dc2,541110,,,,,,,,,
Beck Fitzgerald,Beck Fitzgerald,31,http://www.beckfitzgerald.co.uk,London,England,,"London, England, United Kingdom",020 7101 3090,6538cd0a4100ef00d0330527,541110,,,,,,,,,
Rocket Lawyer UK,Rocket Lawyer UK,17,http://www.rocketlawyer.co.uk,London,England,,"London, England, United Kingdom",'+1 877-881-0947,653f924926cc5f0001c04f85,,,,,,,,,,
Scott-Moncrieff & Associates Ltd,Scott-Moncrieff & Associates,55,http://www.scomo.com,London,England,NW5 1LB,"19 Greenwood Place, London, England, United Kingdom, NW5 1LB",'+44 20 7485 5588,653f9a54f28f4e00013134ad,541110,,,,,,,,,
W H Matthews & Co Solicitors,W H Matthews & Co Solicitors,23,http://www.whmatthews.com,London,,,"London, United Kingdom",'+44 20 8642 6677,653f9b2429609500a331a97a,541110,,,,,,,,,
Legend Solicitors,Legend Solicitors,31,http://www.legendsolicitors.org,London,England,E6 2JG,"2 Heigham Road, London, England, United Kingdom, E6 2JG",'+44 20 3130 1769,653f9b2429609500a331a97e,541110,,,,,,,,,
Marlin Hawk,Marlin Hawk,53,http://www.marlinhawk.com,London,England,EC2N 2DL,"10 Throgmorton Avenue, London, England, United Kingdom, EC2N 2DL",'+44 20 7786 6000,65dc73327caefc0001cbc8ee,54161,,,,,,,,,
Farewill,Farewill,48,http://www.farewill.com,London,England,N1 5,"27 Downham Road, London, England, United Kingdom, N1 5",'+44 20 8050 2686,65e1d43343728c0001bc2339,"54111, 541199, 812210",Dignity Group (dignityfunerals.co.uk),55f7a99ef3e5bb6401001bbf,,,,,,,
The Burnside Partnership,The Burnside Partnership,30,http://www.theburnsidepartnership.com,London,England,SW1Y 4,"22 Regent Street, London, England, United Kingdom, SW1Y 4",'+44 186 598 7781,66191e5a7f8c5f0001d913fc,541110,The Partnership (formerly M3 Effect),556948a973696421352e2b00,,,,,,,
"De Pinna LLP, Notaries",De Pinna LLP Notaries,69,http://www.depinna.com,London,England,SW1Y 4,"11a Regent Street, London, England, United Kingdom, SW1Y 4",'+44 20 7208 2900,66191edae2cfa40001a35ae2,54111,,,,,,,,,
WorkPermitCloud Ltd.,WorkPermitCloud,33,http://www.workpermitcloud.co.uk,London,,,"London, United Kingdom",'+44 20 8087 2343,66191edae2cfa40001a35ae6,54119,,,,,,,,,
amicable divorce,amicable divorce,75,http://www.amicable.io,London,England,SW14 8AE,"119 Sheen Lane, London, England, United Kingdom, SW14 8AE",'+44 20 3004 4695,661ced5a4785500007b7e4ef,541110,Octopus (octopusgroup.com),5a9ef955a6da98d9a8daf609,,,,,,,
7 King's Bench Walk,7 King's Bench Walk,92,http://www.7kbw.co.uk,London,,,"London, United Kingdom",'+44 20 7910 8300,665db3ec3c94840001294c35,541110,,,,,,,,,
